"","applicant_name","year","quarter","patent_name","patent_region","patent_no","patent_no_list","application_number","file_date","file_year","citations","abandoned","classification_1","classification_2","classification_3","classification_4","classification_7","classification_8","inventor_1","previous_application_stripe","applied","awarded","location","tags","volume","negativity_rating","permanence","price","contractprice","current_cost_per_tonne","capex","opex","quantification","thirdparty verification","net_neg sequestration_todate","lifetime mtco2e","gross project emissions","offer_quantity","contract_quantity","R_and_D_offer","awarded_factor","realised_cost_decrease","price_contract_diff","quantity_contract_diff","awardednum","sum_patents","treat_date"
"119","8 Rivers",2021,4,"System for free-space optical communication and lidar",NA,NA,"US-2018196139-A1",NA,2018-01-05,2018,NA,NA,NA,NA,NA,NA,NA,NA,"William J. Brown, Hannah Clark, Michael W. Adams, Glenn William Brown, JR., Miles R. Palmer",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"120","8 Rivers",2021,4,"System and method for the combustion of solid fuels and their derivatives",NA,NA,"KR-20190122814-A",NA,2018-01-12,2018,NA,NA,NA,NA,NA,NA,NA,NA,"ì œë ˆë¯¸ ì—ë¡  íŽ˜íŠ¸ë² íŠ¸, ì‹œì§€ì•„ ë£¨, í¬ë¦¬ìŠ¤ ë³´ë‹í•˜, ì œìž„ìŠ¤ ë ˆë„ì¸ , ìŠ¤í…ŒíŒ ì¸ ì¹ ë Œ, í•«ì‚° ì••ë‘˜ì‚¬í…Œë¥´, ë¸Œë ŒíŠ¸ ê·¸ë ˆê³ ë¦¬",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"121","8 Rivers",2021,4,"Heat exchanger comprising one or more plate assemblies with a plurality of interconnected channels and related method",NA,NA,"US-10670347-B2",NA,2018-02-02,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Jeremy Eron Fetvedt",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"122","Climeworks",2020,1,"Process for the production of hydrogen",NA,NA,"US-10882743-B2",NA,2018-02-02,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Paul O'Connor",0,1,1,"Iceland","DAC",50,0,1000,767.5,775,767.5,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",0,-7.5,-321.5,1,29,2020-05-18
"123","Solugen",2021,2,"Hydrogen peroxide production method, system, and apparatus",NA,NA,NA,NA,2018-02-12,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Gaurab Chakrabarti",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"124","8 Rivers",2021,4,"Systems and methods for improving efficiency of electroantimagnetic launchers",NA,NA,"WO-2018158746-A1",NA,2018-03-02,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Miles R. Palmer, Cam HOSIE",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"125","CarbonCure",2020,1,"Precarbonation of cement mixes","US",NA,"US-2019077045-A1",NA,2018-03-05,2018,NA,1,NA,NA,NA,NA,NA,NA,"George Sean Monkman, Kevin Cail, Paul J. Sandberg, Mark MacDonald, Joshua Jeremy Brown",0,1,1,"North America","Storage",60000,1,1000,100,100,100,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",0,0,117500,1,26,2020-05-18
"126","Climeworks",2020,1,"Low-pressure drop structure of particle adsorbent bed for adsorption gas separation process",NA,NA,"US-11285425-B2",NA,2018-05-08,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Sebastian SAUERBECK, Christoph Gebald, Jan AndrÃ© Wurzbacher",0,1,1,"Iceland","DAC",50,0,1000,767.5,775,767.5,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",0,-7.5,-321.5,1,29,2020-05-18
"127","8 Rivers",2021,4,"Systems and methods for removing combustion products from a power generation cycle",NA,NA,"ZA-201803108-B",NA,2018-05-11,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam, Xijia Lu, Scott Thomas Martin",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"128","Droneseed",2020,1,"Aerial deployment planting methods and systems",NA,NA,"US-10212876-B2",NA,2018-05-21,2018,31,NA,NA,NA,NA,NA,NA,NA,"Matthew M. AGHAI, Grant CANARY, John Thomson, Robert Alexander Krob",0,1,0,"WA, USA","forests,reforestation",31027,1,51,8.23,NA,500.02,NA,NA,NA,NA,584,NA,NA,400,NA,NA,"0",-491.79,0,0,0,4,2020-05-18
"129","8 Rivers",2021,4,"System and method for high efficiency power generation using a carbon dioxide circulating working fluid",NA,NA,"US-2018291805-A1",NA,2018-06-13,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam, Miles R. Palmer, Glenn William Brown, JR., Jeremy Eron Fetvedt, Brock Alan Forrest",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"130","CarbonCure",2020,1,"Methods and compositions for treatment of concrete wash water","US",NA,"US-2020282595-A1",NA,2018-06-20,2018,NA,0,NA,NA,NA,NA,NA,NA,"George Sean Monkman, Paul J. Sandberg, Kevin Cail, Dean Paul Forgeron, Mark MacDonald",0,1,1,"North America","Storage",60000,1,1000,100,100,100,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",0,0,117500,1,26,2020-05-18
"131","8 Rivers",2021,4,"System and method for power production with solid fuel combustion and carbon capture",NA,NA,"WO-2019016766-A1",NA,2018-07-19,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Xijia LU, Brock Alan Forrest, Miles R. Palmer",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"132","8 Rivers",2021,4,"Production of low pressure liquid carbon dioxide from a power production system and method",NA,NA,"US-11231224-B2",NA,2018-07-27,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam, Brock Alan Forrest, Jeremy Eron Fetvedt",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"133","IndigoAg",2020,1,"Machine learning in agricultural planting, growing, and harvesting contexts",NA,NA,"US-11263707-B2",NA,2018-08-07,2018,NA,NA,NA,NA,NA,NA,NA,NA,"David Patrick Perry, Geoffrey Albert von Maltzahn, Robert Berendes, Eric Michael Jeck, Barry Loyd Knight, Rachel Ariel Raymond, Ponsi Trivisvavet, Justin Y H Wong, Neal Hitesh Rajdev, Marc-Cedric Joseph Meunier, Casey James Leist, Pranav Ram Tadi, Andrea Lee Flaherty, Charles David Brummitt, Naveen Neil Sinha, Jordan Lambert, Jonathan Hennek, Carlos Becco, Mark Allen, Daniel Bachner, Fernando Derossi, Ewan Lamont, Rob Lowenthal, Dan Creagh, Steve Abramson, Ben Allen, Jyoti Shankar, Chris Moscardini, Jeremy Crane, David Weisman, Gerard Keating, Lauren Moores, William Pate",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"134","IndigoAg",2020,1,"AUTOMATIC LEARNING IN AGRICULTURAL PLANTATION, GROWTH AND HARVEST CONTEXTS",NA,NA,"AR-112970-A1",NA,2018-08-08,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Rachel Ariel Raymond, Barry Loyd Knight, Eric Michael Jeck, Robert Berendes, Maltzahn Geoffrey Albert Von, David Patrick Perry, Marc Meunier, Joseph - Rajdev Neal Hitesh Cedric, Justin Y H Wong, Ponsi Trivisvavet, Rob Lowenthal, Ewan Lamont, Fernando Derossi, Daniel Bachner, Mark Allen, Carlos Becco, Jonathan Hennek, Jordan Lambert, Naveen Neil Sinha, Charles David Brummitt, Andrea Lee Flaherty, Pranav Ram Tadi, Casey James Leist, Jr Charles Vincent Michell, William Pate, Lauren Moores, Gerard Keating, David Weisman, Jeremy Crane, Chris Moscardini, Jyoti Shankar, Ben Allen, Steve Abramson, Dan Creagh",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"135","8 Rivers",2021,4,"Low grade thermal optimization of recovered supercritical CO2 power cycles",NA,NA,"KR-20200041977-A",NA,2018-08-27,2018,NA,NA,NA,NA,NA,NA,NA,NA,"ë¸Œë¡ ì•Œëž€ í¬ë ˆìŠ¤íŠ¸",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"136","IndigoAg",2020,1,"Markers of plant health",NA,NA,"US-2019085352-A1",NA,2018-09-18,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Barry S. Goldman, Max E. Winston, Allison Perrotta",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"137","IndigoAg",2020,1,"Agricultural endophyte-plant compositions, and methods of use",NA,NA,"US-10912303-B2",NA,2018-10-03,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Geoffrey von Maltzahn, Richard Bailey Flavell, Gerardo V. Toledo, Allison JACK, David Morris Johnston, Slavica Djonovic, Luis Miguel Marquez, Yves Alain Millet, Craig Sadowski, Jeffrey Lyford, Alexander Naydich",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"138","CarbonCure",2020,1,"Methods and compositions for treatment of concrete wash water","US",NA,"US-2019168416-A1",NA,2018-10-09,2018,NA,0,NA,NA,NA,NA,NA,NA,"George Sean Monkman, Mark MacDonald, Dean Paul Forgeron",0,1,1,"North America","Storage",60000,1,1000,100,100,100,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",0,0,117500,1,26,2020-05-18
"139","IndigoAg",2020,1,"Latent Representations of Phylogeny to Predict Organism Phenotype",NA,NA,"US-2019130999-A1",NA,2018-10-25,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Jacob N. Oppenheim, Tristan Bepler",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"140","Climeworks",2020,1,"Materials for the direct capture of carbon dioxide from atmospheric air",NA,NA,"US-11612879-B2",NA,2018-11-08,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Christoph Gebald, Jan AndrÃ© Wurzbacher, Angelo VARGAS, Aylin TÃ¼rkan KÃœLÃœR, Mathis BAUMANN, Alexander SPITERI, Tobias NIEBEL",0,1,1,"Iceland","DAC",50,0,1000,767.5,775,767.5,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",0,-7.5,-321.5,1,29,2020-05-18
"141","8 Rivers",2021,4,"Systems and methods for production and separation of hydrogen and carbon dioxide",NA,NA,"US-11066298-B2",NA,2018-11-09,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Mohammad Rafati, Rodney John Allam",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"142","Climeworks",2020,1,"Device for effective capturing and concentration of c02 from gaseous streams in a radial bed adsorber",NA,NA,"EP-3710135-A1",NA,2018-11-13,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Sjoerd Daamen, Sasa Marinic, Igor Vlaceslavovic BABICH, Gerrit VAN PUTTEN, Paul O'connor",0,1,1,"Iceland","DAC",50,0,1000,767.5,775,767.5,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",0,-7.5,-321.5,1,29,2020-05-18
"143","IndigoAg",2020,1,"Plant-endophyte combinations and uses therefor",NA,NA,"US-2019166848-A1",NA,2018-12-06,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Birgit MITTER, Milica Pastar, Angela SESSITSCH, Karen AMBROSE, Xuecheng Zhang, Guenther REICHENBERGER, Nikolaus PFAFFENBICHLER",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"144","IndigoAg",2020,1,"Designed complex endophyte compositions and methods for improved plant traits",NA,NA,"US-2019335759-A1",NA,2018-12-14,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Karen V. Ambrose, Brett A. Boghigian, Slavica Djonovic, Paul Andrew Gray, Gerardo V. Toledo, Luis Miguel Marquez, Julianne Naomi Pelaez, Geoffrey von Maltzahn",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"145","8 Rivers",2021,4,"Modular, wireless optical antenna",NA,NA,"US-10355782-B2",NA,2018-12-20,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Michael W. Adams, William J. Brown, Dayong Zhou, Hannah Clark",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"146","IndigoAg",2020,1,"Endophytes, associated compositions, and methods of use",NA,NA,"US-11570993-B2",NA,2018-12-20,2018,NA,NA,NA,NA,NA,NA,NA,NA,"Geoffrey von Maltzahn, Richard Bailey Flavell, Gerardo V. Toledo, Jonathan W. Leff, Phillip Samayoa, Luis Miguel Marquez, David Morris Johnston, Slavica Djonovic, Yves Alain Millet, Craig Sadowski, Jeffrey Lyford, Karen V. Ambrose, Xuecheng Zhang",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"147","Mote",2022,2,"Carbon Dioxide Capture Systems",NA,NA,"US-2019209961-A1",NA,2019-01-08,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Patrick Kennedy, Harshul Thakkar",0,1,0,NA,NA,NA,NA,NA,250,NA,420,NA,NA,NA,NA,NA,4000,1092,4000,NA,NA,"0",-170,0,0,0,4,2022-06-30
"148","8 Rivers",2021,4,"Hybrid fossil fuel and solar heated supercritical carbon dioxide power generating system and method",NA,NA,"US-2019153937-A1",NA,2019-01-29,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Miles R. Palmer, Jeremy Eron Fetvedt, David Arthur Freed, Glenn William Brown, JR.",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"149","8 Rivers",2021,4,"System for multi-channel spread-beam optical wireless communication",NA,NA,"KR-20200122367-A",NA,2019-02-21,2019,NA,NA,NA,NA,NA,NA,NA,NA,"ë°ì´ë¹„ë“œ í”„ë¦¬ë“œ, ìœŒë¦¬ì—„ ì œì´. ë¸Œë¼ìš´, í•œë‚˜ í´ë¼í¬, ë§ˆì¼ìŠ¤ ì•Œ. íŒ”ë¨¸",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"150","Droneseed",2020,1,"Aerial deployment planting methods and systems",NA,NA,"WO-2019226208-A1",NA,2019-02-25,2019,1,NA,NA,NA,NA,NA,NA,NA,"Matthew M. AGHAI, Grant Canary, John Thomson, Robert Alexander KROB",0,1,0,"WA, USA","forests,reforestation",31027,1,51,8.23,NA,500.02,NA,NA,NA,NA,584,NA,NA,400,NA,NA,"0",-491.79,0,0,0,4,2020-05-18
"151","Climate Foundation Marine Permaculture",2021,2,"STRUCTURES AND METHODS TO CULTIVATE PHOTOSYNTHETIC ORGANISMS AND SIMULTANEOUSLY CAPTURE SOLAR ENERGY",NA,NA,"ES-2794273-R1",NA,2019-03-28,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Herzen Brian Von",0,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,10,2021-05-17
"152","Emissol",2022,4,"Methods and equipment to control urea mixers to reduce NOx emissions from combustion engines",NA,NA,"JP-2021519888-A",NA,2019-03-29,2019,NA,NA,NA,NA,NA,NA,NA,NA,"ãƒžã‚½ã‚¦ãƒ‡ã‚£ï¼Œãƒžãƒ³ã‚¹ãƒ¼ãƒ«, å››ä¸–ï¼Œã‚¨ãƒ‰ãƒ¯ãƒ¼ãƒ‰ï¼Œãƒ“ãƒ¼ï¼Ž ãƒ†ã‚²ãƒ©ãƒ¼, å››ä¸–ï¼Œã‚¨ãƒ‰ãƒ¯ãƒ¼ãƒ‰ï¼Œãƒ“ãƒ¼ï¼Ž ãƒ†ã‚²ãƒ©ãƒ¼, ãƒ˜ãƒ³ã‚¼ãƒ«ï¼Œã‚¸ã‚§ã‚¤ã‚³ãƒ–ï¼Œã‚¢ãƒ¼ãƒ«ï¼Ž",0,1,0,NA,NA,NA,NA,NA,1272,NA,1272,583,647,30,12,NA,463,37,393,NA,NA,"0",0,0,0,0,6,2022-12-15
"153","IndigoAg",2020,1,"Plants containing beneficial endophytes",NA,NA,"US-2019297897-A1",NA,2019-04-08,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Birgit MITTER, Muhammad NAVEED, Teresa BERNINGER, Stephane COMPANT, Angela SESSITSCH, Geoffrey von Maltzahn, Richard Bailey Flavell, Gerardo V. Toledo, Slavica Djonovic, Luis Miguel Marquez, David Morris Johnston, Yves Alain Millet, Jeffrey Lyford, Jonathan W. Leff, Phillip Samayoa, Craig Sadowski",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"154","IndigoAg",2020,1,"MANAGING THE INTERACTION IN AN ONLINE AGRICULTURE SYSTEM",NA,NA,"AR-114834-A1",NA,2019-04-24,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney Connor, Philip Gabriel Sheets-Poling, Nathan Post, Robert Berendes, Maltzahn Geoffrey Albert Von, Neal Hitesh Rajdev, Rachel Ariel Raymond, Eric Michael Jeck, Barry Loyd Knight, David Patrick Perry, Lisa Hoopes, Andrew Luther, Michael Hall, Brian Birtwistle, Justin Y H Wong, Jacqueline Li, Frank Crespo, Misha Sidorsky, Kearney Klein, Ean Shaughnessy Wahl Mullins, Jonathan Hennek",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"155","Climeworks",2020,1,"Process for the preparation of homogeneous hybrid materials",NA,NA,"CA-3098517-A1",NA,2019-05-28,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Paul O'connor",0,1,1,"Iceland","DAC",50,0,1000,767.5,775,767.5,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",0,-7.5,-321.5,1,29,2020-05-18
"156","Climeworks",2020,1,"Efficient method and device for adsorption/desorption of carbon dioxide from gas streams",NA,NA,"US-11420149-B2",NA,2019-06-05,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Christoph Gebald, Nicolas REPOND, Jan AndrÃ© Wurzbacher, Anca Elena TIMOFTE, Istvan Meszaros, Benjamin KEUSCH",0,1,1,"Iceland","DAC",50,0,1000,767.5,775,767.5,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",0,-7.5,-321.5,1,29,2020-05-18
"157","8 Rivers",2021,4,"System and method for high efficiency power generation using a carbon dioxide circulating working fluid",NA,NA,"AU-2019203986-B2",NA,2019-06-06,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam, Glenn William Brown Jr., Jeremy Eron Fetvedt, Brock Alan Forrest, Miles R. Palmer",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"158","8 Rivers",2021,4,"Modular, wireless optical antenna",NA,NA,"US-2020396524-A1",NA,2019-06-13,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Michael W. Adams, William J. Brown, Dayong Zhou, Hannah Clark",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"159","IndigoAg",2020,1,"Satellite-based agricultural modeling",NA,NA,"US-2019325467-A1",NA,2019-06-27,2019,NA,NA,NA,NA,NA,NA,NA,NA,"David Patrick Perry, Barry Loyd Knight, Eric Michael Jeck, Rachel Ariel Raymond, Neal Hitesh Rajdev, Geoffrey Albert von Maltzahn, Robert Berendes, Nathan Post, Jonathan Hennek, Ean Shaughnessy Wahl Mullins",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"160","Droneseed",2020,1,"Predation-resistant capsular planting systems and methods",NA,NA,"US-2020137943-A1",NA,2019-07-02,2019,3,NA,NA,NA,NA,NA,NA,NA,"Matthew Mehdi AGHAI, Grant Everest CANARY, John William Thomson, Tiffani Manteuffel-Ross",0,1,0,"WA, USA","forests,reforestation",31027,1,51,8.23,NA,500.02,NA,NA,NA,NA,584,NA,NA,400,NA,NA,"0",-491.79,0,0,0,4,2020-05-18
"161","8 Rivers",2021,4,"System and method for power generation with flameless combustion",NA,NA,"WO-2020021456-A1",NA,2019-07-23,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Jeremy Eron Fetvedt, Brock Alan Forrest",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"162","8 Rivers",2021,4,"System for optical wireless communication to extended reality immersion device",NA,NA,"US-10983344-B2",NA,2019-08-09,2019,NA,NA,NA,NA,NA,NA,NA,NA,"William J. Brown, Hannah Clark, Miles R. Palmer, Damian Beauchamp, Jeremy Eron Fetvedt",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"163","Ocean-Based Climate Solutions",2020,1,"Device and method for relocating water","US",NA,"US20210301800A1","US17/267,200",2019-08-13,2019,NA,NA,"F04B17/00 Pumps characterised by combination with, or adaptation to, specific driving engines or motors",NA,NA,NA,NA,NA,"Phillip Kithil",0,1,0,"Pacific Ocean (near CA)","ocean,phytoplankton",693,0,1000,336.07,NA,336.07,NA,NA,NA,NA,693,NA,NA,693,NA,NA,"0",0,0,0,0,1,2020-05-18
"164","Ocean-based Climate Solutions",2021,2,"Device and method for relocating water",NA,NA,"US20210301800A1","US17/267,200",2019-08-13,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Phillip Kithil",1,1,0,"Pacific Ocean (near CA)","ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,"0",-86.93,0,0,0,1,2021-05-17
"165","Ocean-based Climate Solutions",2022,4,"Device and method for relocating water",NA,NA,"US20210301800A1","US17/267,200",2019-08-13,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Phillip Kithil",0,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,"0",6,0,0,0,1,2022-12-15
"166","8 Rivers",2021,4,"Systems and methods for power production using nested CO2 cycles",NA,NA,"US-11174759-B2",NA,2019-08-21,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam, Brock Alan Forrest",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"167","8 Rivers",2021,4,"Flame control in an oxyfuel combustion process",NA,NA,"US-2022275759-A1",NA,2019-08-26,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Jeremy Eron Fetvedt, Brock Alan Forrest, Scott Thomas Martin, Xijia Lu",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"168","8 Rivers",2021,4,"Direct gas capture systems and methods of use thereof",NA,NA,"US-11097221-B2",NA,2019-10-04,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Xijia Lu, Jeremy Eron Fetvedt, Brock Alan Forrest, Glenn William Brown, JR., Mohammad Rafati, Scott Thomas Martin",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"169","Vandersanden",2020,1,"Method for builiding water-repellent masonry",NA,NA,"EP-3647294-A1",NA,2019-10-31,2019,NA,NA,NA,NA,NA,NA,NA,NA,"Maarten WAUTERS",0,1,0,"Finland","mineralization,concrete",10,0,1000,20,NA,20,NA,NA,NA,NA,10,NA,NA,10,NA,NA,"0",0,0,0,0,13,2020-05-18
"170","8 Rivers",2021,4,"Coherent receiver for free space optical communications and lidar",NA,NA,"US-10965379-B2",NA,2019-12-06,2019,NA,NA,NA,NA,NA,NA,NA,NA,"William J. Brown, Hannah Clark, Miles R. Palmer",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"171","CarbonCure",2020,1,"Methods and compositions for delivery of carbon dioxide","US",NA,"US-2022065527-A1",NA,2019-12-13,2019,NA,0,NA,NA,NA,NA,NA,NA,"Dean Paul Forgeron, Brad VICKERS, Brandon Burns, Josh BROWN, George Sean Monkman, Kevin Cail",0,1,1,"North America","Storage",60000,1,1000,100,100,100,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",0,0,117500,1,26,2020-05-18
"172","Climate Foundation Marine Permaculture",2021,2,"Underwater water transfer apparatus",NA,NA,"AU-2020427701-A1",NA,2020-02-07,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Von Herzen",0,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,10,2021-05-17
