"","applicant_name","year","quarter","patent_name","patent_region","patent_no","patent_no_list","application_number","file_date","file_year","citations","abandoned","classification_1","classification_2","classification_3","classification_4","classification_7","classification_8","inventor_1","previous_application_stripe","applied","awarded","location","tags","volume","negativity_rating","permanence","price","contractprice","current_cost_per_tonne","capex","opex","quantification","thirdparty verification","net_neg sequestration_todate","lifetime mtco2e","gross project emissions","offer_quantity","contract_quantity","R_and_D_offer","awarded_factor","realised_cost_decrease","price_contract_diff","quantity_contract_diff","awardednum","sum_patents","treat_date"
"354","Ebb Carbon",2021,4,"Système d'alcalinité océanique et procédé de capture de dioxyde de carbone atmosphérique","Worldwide",NA,"WO2023114105A4","PCT/US2022/052423",2022-12-09,2022,17,0,NA,NA,NA,NA,NA,NA,"Todd Pelman, Matthew Eisaman, Ben Tarbell, David Hegeman, Jeremy Loretz",0,1,1,"California, USA","Capture and storage",294,0,1000,1950,1950,1950,NA,NA,NA,NA,NA,294,37,294,256,0,"1",0,0,38,1,3,2021-12-05
"355","Emissol",2022,4,"Exhaust gas mixer, system, and method of using",NA,NA,"US-2023226504-A1",NA,2022-12-09,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Mansour Masoudi, Sahm Noorfeshan, Nikolai Alex POLIAKOV",0,1,0,NA,NA,NA,NA,NA,1272,NA,1272,583,647,30,12,NA,463,37,393,NA,NA,"0",0,0,0,0,6,2022-12-15
"356","IndigoAg",2020,1,"Addressing incomplete soil sample data in soil enrichment protocol projects",NA,NA,"US-2023147951-A1",NA,2022-12-15,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Segal, Charles David Brummitt",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"357","Capture6",2022,4,"Systems and methods for direct air carbon dioxide capture","US",NA,"US20230191322A1","US18/082,903",2022-12-16,2022,6,0,NA,NA,NA,NA,NA,NA,"Luke Shors, Zeph Landau, Ethan Choen-Cole, Rahul Surana",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0.1,NA,NA,NA,"0",NA,0,0,0,1,2022-12-15
"358","Nitricity",2022,4,"Plasma power supply using an intermittent power source",NA,NA,"US-2023191356-A1",NA,2022-12-16,2022,NA,NA,NA,NA,NA,NA,NA,NA,"William C. King, John A. SCHWALBE, Joshua M. McEnaney, Nicolas H. Pinkowski",0,1,1,NA,"Biomass sinking",NA,NA,NA,50,0,70,NA,30,NA,NA,0,1600,0,2800000,0,250000,"1",-20,NA,NA,1,6,2022-12-15
"359","Heirloom",2021,2,"Systems and methods of carbon capture from cement production process",NA,NA,"US20230192543A1","US18/067,896 ",2022-12-19,2022,1,0,NA,NA,NA,NA,NA,NA,"Noah McQueen, Shashank Samala, Andy Dubel",0,1,1,"California, USA","Capture and storage",50,0,1000,10000,2054,20000,NA,NA,NA,NA,NA,50,3,50,244,0,"1",-10000,7946,-194,1,1,2021-05-17
"360","8 Rivers",2021,4,"Control schemes for thermal management of power production systems and methods",NA,NA,"US-2023127569-A1",NA,2022-12-22,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Brock Alan Forrest, Xijia Lu, Jeremy Eron Fetvedt, Navid Rafati",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"361","CarbonRun",2023,3,"Methods of carbon dioxide removal in freshwater",NA,NA,"WO2023115224A1","PCT/CA2022/051893",2022-12-23,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Sterling, Edmund A. Halfyard",0,1,1,NA,"River Alkalinity Enhancement",NA,NA,NA,387,387,NA,NA,NA,NA,NA,NA,NA,NA,1300,1291,0,"1",NA,0,9,1,1,2023-09-01
"362","Mission Zero Technologies",2021,2,"Method of capturing co2 from a gas mixture",NA,NA,"GB-202219726-D0",NA,2022-12-23,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"United Kingdom","Capture and storage",365,0,1000,275,319,1000,NA,NA,NA,NA,NA,365,7.5,365,358,0,"1",-725,-44,7,1,5,2021-05-17
"363","Nitricity",2022,4,"Microwave plasma system for efficiently producing nitric acid and nitrogen fertilizers",NA,NA,"US-2023219052-A1",NA,2023-01-11,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Joshua M. McEnaney, John A. SCHWALBE, Sreekumar CHOCKALINGAM, Nicolas H. Pinkowski",0,1,1,NA,"Biomass sinking",NA,NA,NA,50,0,70,NA,30,NA,NA,0,1600,0,2800000,0,250000,"1",-20,NA,NA,1,6,2022-12-15
"364","Living Carbon",2022,2,"Compositions and methods for enhancing biomass productivity in plants",NA,NA,"US20230235336A1","US18/153,863",2023-01-12,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Madeline Hall, Li-Wei Chiu, Rebecca Dewhirst, Jacob Hoyle, Patrick Mellor, Karli Rasmussen, Yumin Tao",0,1,1,NA,"Capture and storage",NA,NA,NA,2320,0,2320,NA,NA,NA,NA,NA,336.2,0,229.4,0,75000,"1",0,NA,NA,1,1,2022-06-30
"365","IndigoAg",2020,1,"Endophytes, Associated Compositions, and Methods of Use",NA,NA,"US-2023329244-A1",NA,2023-01-13,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Geoffrey von Maltzahn, Richard Bailey Flavell, Gerardo V. Toledo, Jonathan W. Leff, Phillip Samayoa, Luis Miguel Marquez, David Morris Johnston, Slavica Djonovic, Yves Alain Millet, Craig Sadowski, Jeffrey Lyford, Karen V. Ambrose, Xuecheng Zhang",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"366","IndigoAg",2020,1,"Systems for management of location-aware market data",NA,NA,"US-2023177545-A1",NA,2023-01-13,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Fernando Tubilla, Nicholas Malizia",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"367","8 Rivers",2021,4,"Oxidative dehydrogenation of ethane using carbon dioxide",NA,NA,"AU-2023200250-A1",NA,2023-01-18,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Damian BEAUCHAMP, Xijia LU, Mohammad RAFATI",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"368","Lillianah",2023,3,"Environmental treatment distribution systems and methods",NA,NA,"US20230225300A1","US18/156,006",2023-01-18,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Benjamin Sidney Slotnick",0,1,0,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,"0",NA,0,0,0,2,2023-09-01
"369","Lillianah",2023,3,"Environmental treatment distribution systems and methods",NA,NA,"WO2023141221A1","PCT/US2023/011164",2023-01-18,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Benjamin Sidney Slotnick",0,1,0,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,"0",NA,0,0,0,2,2023-09-01
"370","IndigoAg",2020,1,"Remote sensing algorithms for mapping regenerative agriculture",NA,NA,"US-2023154183-A1",NA,2023-01-19,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Eli Kellen Melaas, Bobby Harold Braswell, Douglas Kane Bolton",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"371","Running Tide",2021,2,"Systems and methods for monitoring ocean-based carbon dioxide removal devices and accumulation of a target product",NA,NA,"US-2023152292-A1",NA,2023-01-19,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Luca Mastrangelo, William Johnson, Josh Hill, Timothy J. Dyson, Jacob F. Hagler, Charles B.W. Halvorson, Philipp Max Werminghausen, Andrew Clyde THOMPSON",0,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,14,2021-05-17
"372","Carbonaught",2022,2,"Method of measuring an additive weathering rate in a soil substrate","Worldwide",NA,"AU2023900159A0","AU2023900159A",2023-01-24,2023,NA,NA,NA,NA,NA,NA,NA,NA,"James Lyons",0,1,0,NA,NA,NA,NA,NA,450,NA,357.4,NA,NA,NA,NA,NA,542,42,500,NA,NA,"0",92.6,0,0,0,1,2022-06-30
"373","Brilliant Planet",2023,3,"Carotenoid production methods",NA,NA,"GB-202301206-D0",NA,2023-01-27,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,800,NA,256,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,"0",544,0,0,0,5,2023-09-01
"374","Parallel Carbon",2022,2,"System, apparatus, and method for alkaline earth metal hydroxide looping for carbon dioxide removal from air","Worldwide",NA,"WO2023147178A2","PCT/US2023/012004",2023-01-31,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Ryan Anderson, Aranzazu Carbona Orbezo",0,1,0,NA,NA,NA,NA,NA,1111,NA,1000,NA,NA,NA,NA,NA,231,64,225,NA,NA,"0",111,0,0,0,1,2022-06-30
"375","Parallel Carbon",2023,3,"System, apparatus, and method for alkaline earth metal hydroxide looping for carbon dioxide removal from air",NA,"WO2023147178A2",NA,"PCT/US2023/012004",2023-01-31,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Ryan Anderson, Aranzazu Carmona Orbezo",1,1,0,NA,NA,NA,NA,NA,1100,NA,1500,NA,NA,NA,NA,NA,NA,NA,454,NA,NA,"0",-400,0,0,0,1,2023-09-01
"376","Running Tide",2021,2,"Systems, devices, and methods for rapid and scalable depolyment of marine-based cultivation apparatus",NA,NA,"WO-2023150574-A1",NA,2023-02-01,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Matthew Jordan ODLIN, Andrew Clyde THOMPSON, Robert Matthew ODLIN",0,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,14,2021-05-17
"377","IndigoAg",2020,1,"Systems and methods for ecosystem credit recommendations",NA,NA,"US-2023306531-A1",NA,2023-02-09,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Eleanor Elizabeth Campbell, Jacob S. McDonald, Aaron J. Goodman, Michael J. Salib, Elisabeth R. Baldo, Keith F. Ma, Daniel Michael Stack, Erich J. Treischman, Melissa Motew, Samuel J. Peters, Christopher K. Black, Ram B. Gurung, Charles D. Brummitt, Brian D. Segal, David P. Smart, Ashok A. Kumar, Barclay Rowland Rogers, Maria Belousova, Jyoti Shankar, Christopher Mark Harbourt, Ronald W. Hovsepian, Amit R. Menipaz, Joseph Weeks, Samantha Horvath",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"378","IndigoAg",2020,1,"Systems and methods for ecosystem credit recommendations",NA,NA,"US-11810021-B2",NA,2023-02-09,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Eleanor Elizabeth Campbell, Jacob S. McDonald, Aaron J. Goodman, Michael J. Salib, Elisabeth F. Baldo, Keith F. Ma, Daniel Michael Stack, Erich J. Treischman, Melissa Motew, Samuel J. Peters, Christopher K. Black, Ram B. Gurung, Charles D. Brummitt, Brian D. Segal, David P. Smart, Ashok A. Kumar, Barclay Rowland Rogers, Maria Belousova, Jyoti Shankar, Christopher Mark Harbourt, Ronald W. Hovsepian, Amit R. Menipaz, Joseph Weeks, Samantha Horvath",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"379","CarbonBuilt",2021,2,"Single-step low-temperature calcium carbonate production through carbon dioxide sequestration of mineral materials to make concrete",NA,NA,"WO-2023158830-A1",NA,2023-02-17,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Iman Mehdipour",0,1,1,"USA","Storage",992,0,1000,260,260,233,NA,NA,NA,NA,NA,992,23,992,968,0,"1",27,0,24,1,6,2021-05-17
"380","CarbonBuilt",2021,2,"Methods and systems for biomass-derived co2 sequestration in concretes and aggregates",NA,NA,"US-2023265019-A1",NA,2023-02-21,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Iman Mehdipour",0,1,1,"USA","Storage",992,0,1000,260,260,233,NA,NA,NA,NA,NA,992,23,992,968,0,"1",27,0,24,1,6,2021-05-17
"381","Solugen",2021,2,"Compositions and methods for production of antimicrobial agents from bio-renewable feedstocks",NA,NA,NA,NA,2023-02-22,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Shuai Qian, Toni M. Lee, Camille BOUCHER-JACOBS, Brian Fisher, Gaurab Chakrabarti, Sean HUNT, David Weiner",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"382","Brilliant Planet",2023,3,"Culturing algae with remote optical monitoring",NA,NA,"GB-202303165-D0",NA,2023-03-03,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,800,NA,256,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,"0",544,0,0,0,5,2023-09-01
"383","IndigoAg",2020,1,"Endophyte compositions and methods for improved plant health",NA,NA,"WO-2023168448-A1",NA,2023-03-03,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Victoria KNIGHT-CONNONI, Scott SCHAEFFER, Rebecca Ryan, Zhanshan Dong",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"384","CarbonTo Stone",2022,4,"Electrochemical carbon removal from water via carbon mineralization","Worldwide",NA,"WO-2023173067-A1",NA,2023-03-10,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Greeshma GADIKOTA, Peilong LU",0,1,1,NA,"DAC",NA,NA,NA,394,394,393.3,150.6,243.3,0,0,NA,2250000,7750000,1269,846,0,"1",0.699999999999989,0,423,1,4,2022-12-15
"385","Running Tide",2021,2,"Floating substrates for offshore cultivation of target products and methods of making and using the same",NA,NA,"WO-2023183911-A1",NA,2023-03-24,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Justin Baker RIES, Matthew Jordan ODLIN",0,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,14,2021-05-17
"386","Running Tide",2021,2,"Floating substrates including carbonaceous coatings for offshore cultivation of target products and methods of making and using the same",NA,NA,"WO-2023183913-A1",NA,2023-03-24,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Justin Baker RIES, Andrew Clyde THOMPSON, Matthew Jordan ODLIN, Eben Sargent",0,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,14,2021-05-17
"387","Carbon Blue",2022,4,"Method for removing carbon dioxide","US",NA,"WO2023187778A1","PCT/IL2023/050316",2023-03-27,2023,6,0,NA,NA,NA,NA,NA,NA,"Dan Deviri, Iddo Mehnashe Tsur, Uri Kelly",0,1,0,NA,NA,NA,NA,NA,941,NA,941,448,465,12,16,NA,6470,267,300,NA,NA,"0",0,0,0,0,1,2022-12-15
"388","Seaweed Generation",2022,2,"A method and system for carbon sequestration",NA,NA,"WO-2023187346-A1",NA,2023-03-27,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Patricia ESTRIDGE",1,1,0,NA,NA,NA,NA,NA,400,NA,270,NA,NA,NA,NA,NA,1470,63.21,1412,NA,NA,"0",130,0,0,0,4,2022-06-30
"389","Seaweed Generation",2022,2,"A method and system for carbon sequestration",NA,NA,"WO-2023187347-A1",NA,2023-03-27,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Patricia ESTRIDGE",1,1,0,NA,NA,NA,NA,NA,400,NA,270,NA,NA,NA,NA,NA,1470,63.21,1412,NA,NA,"0",130,0,0,0,4,2022-06-30
"390","Seaweed Generation",2022,4,"A method and system for carbon sequestration",NA,NA,"WO-2023187346-A1",NA,2023-03-27,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Patricia ESTRIDGE",0,1,0,NA,NA,NA,NA,NA,393,NA,393,74,225,71,23,NA,1290,18,1272,NA,NA,"0",0,0,0,0,4,2022-12-15
"391","Seaweed Generation",2022,4,"A method and system for carbon sequestration",NA,NA,"WO-2023187347-A1",NA,2023-03-27,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Patricia ESTRIDGE",0,1,0,NA,NA,NA,NA,NA,393,NA,393,74,225,71,23,NA,1290,18,1272,NA,NA,"0",0,0,0,0,4,2022-12-15
"392","Climate Foundation Marine Permaculture",2021,2,"Method and apparatus for growing marine plants and macroalgae",NA,NA,"WO-2023196750-A2",NA,2023-03-29,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Von Herzen",0,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,10,2021-05-17
"393","Climate Foundation Marine Permaculture",2021,2,"Method and apparatus for growing marine plants and macroalgae",NA,NA,"WO-2023196750-A3",NA,2023-03-29,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Von Herzen",0,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,10,2021-05-17
"394","Climate Foundation Marine Permaculture",2021,2,"ProcÃ©dÃ© et appareil de culture de plantes marines et de macroalgues",NA,NA,"WO-2023196750-A3",NA,2023-03-29,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Von Herzen",0,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,10,2021-05-17
"395","Praan",2021,4,"Air purification device","US",NA,"USD997329S1","US29/873,734",2023-04-06,2023,20,0,NA,NA,NA,NA,NA,NA,"Angad Daryani,Mallika Ajay Maroo, Delaina Annie Fernandes",0,1,0,"Mumbai, India","dac,mineralization",365,0,1000,800,NA,3000,NA,NA,NA,NA,NA,365,3.52,365,NA,NA,"0",-2200,0,0,0,2,2021-12-05
"396","CarbonBuilt",2021,2,"Process for production of hydraulic-carbonating binder systems through mechanochemical activation of minerals",NA,NA,"WO-2023200905-A1",NA,2023-04-12,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Iman Mehdipour",0,1,1,"USA","Storage",992,0,1000,260,260,233,NA,NA,NA,NA,NA,992,23,992,968,0,"1",27,0,24,1,6,2021-05-17
"397","Running Tide",2021,2,"Systems and methods for the hatching, seeding, and/or cultivating of a target product",NA,NA,"US-2023270065-A1",NA,2023-04-13,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Samuel WOOLF, Sean Arthur FOORMAN, Matthew Jordan ODLIN",0,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,14,2021-05-17
"398","Mote",2022,2,"Heat integration/recovery at syngas cooler outlet",NA,NA,"WO-2023201018-A1",NA,2023-04-14,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Joshuah Stolaroff, Alison CHEN",0,1,0,NA,NA,NA,NA,NA,250,NA,420,NA,NA,NA,NA,NA,4000,1092,4000,NA,NA,"0",-170,0,0,0,4,2022-06-30
"399","Mote",2022,2,"Method of producing syngas from biomass utilizing tail gas for tar removal",NA,NA,"WO-2023201091-A1",NA,2023-04-14,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Joshuah Stolaroff, Alison CHEN",0,1,0,NA,NA,NA,NA,NA,250,NA,420,NA,NA,NA,NA,NA,4000,1092,4000,NA,NA,"0",-170,0,0,0,4,2022-06-30
"400","Andes Ag",2022,4,"Compositions and methods for producing bicarbonate and minerals","US",NA,"US20230322641A1","US18/135,668",2023-04-17,2023,2,0,NA,NA,NA,NA,NA,NA,"Gonzalo Fuenzalida, Tania Timmermann, Bjorn Traag, Lina Leon, Naresh Pandey, Raghuveer Singh",0,1,0,NA,NA,NA,NA,NA,157,NA,157,0,51.77,98.95,6.28,NA,75000,52.02,5000,NA,NA,"0",0,0,0,0,3,2022-12-15
"401","Andes Bio",2022,2,"Compositions and methods for producing bicarbonate and minerals","US",NA,"US20230322641A1","US18/135,668",2023-04-17,2023,2,0,NA,NA,NA,NA,NA,NA,"Gonzalo Fuenzalida, Tania Timmermann, Bjorn Traag, Lina Leon, Naresh Pandey, Raghuveer Singh",1,1,0,NA,NA,NA,NA,NA,25,NA,25,NA,NA,NA,NA,NA,75000,4.38,74995.62,NA,NA,"0",0,0,0,0,3,2022-06-30
"402","Andes",2023,3,"Compositions and methods for producing bicarbonate and minerals","US",NA,"US20230322641A1","US18/135,668",2023-04-17,2023,2,0,NA,NA,NA,NA,NA,NA,"Gonzalo Fuenzalida, Tania Timmermann, Bjorn Traag, Lina Leon, Naresh Pandey, Raghuveer Singh",1,1,0,NA,NA,NA,NA,NA,300,NA,300,NA,NA,NA,NA,NA,NA,NA,1666.67,NA,NA,"0",0,0,0,0,3,2023-09-01
"403","Carbo Culture",2020,1,"Apparatus and process for production of dry durable carbon","Worldwide","WO2023205081A1","WO2023205081A1","PCT/US2023/018825",2023-04-17,2023,0,0,NA,NA,NA,NA,NA,NA,"Christopher Carstens, Douglas P. Dufaux",0,1,0,"Central Valley, CA, USA","biomass,biochar",56,0,568,1000,NA,1000,NA,NA,NA,NA,62,NA,NA,42,NA,NA,"0",0,0,0,0,2,2020-05-18
"404","Carbo Culture",2021,2,"Apparatus and process for production of dry durable carbon","Worldwide","WO2023205081A1","WO2023205081A1","PCT/US2023/018825",2023-04-17,2023,0,0,NA,NA,NA,NA,NA,NA,"Christopher Carstens, Douglas P. Dufaux",1,1,0,"Central Valley, CA, USA","biomass,biochar",56,0,568,1000,NA,1300,NA,NA,NA,NA,NA,1067.38,66.8,1067.38,NA,NA,"0",-300,0,0,0,2,2021-05-17
"405","Mote",2022,2,"Application of low-grade waste heat to biomass",NA,NA,"WO-2023205161-A1",NA,2023-04-18,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Joshuah Stolaroff",0,1,0,NA,NA,NA,NA,NA,250,NA,420,NA,NA,NA,NA,NA,4000,1092,4000,NA,NA,"0",-170,0,0,0,4,2022-06-30
"406","Running Tide",2021,2,"Methods for using metal silicate materials for carbon sequestration",NA,NA,"WO-2023212567-A1",NA,2023-04-25,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Justin Baker RIES, Matthew Jordan ODLIN",0,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,14,2021-05-17
"407","8 Rivers",2021,4,"Vehicle launch system and method",NA,NA,"US-2023264836-A1",NA,2023-04-27,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Miles R. Palmer",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"408","Solugen",2021,2,"Compositions and methods for production of high value chemicals from ethanol",NA,NA,NA,NA,2023-04-27,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Konrad V. MILLER, Toni M. Lee, Shuai Qian, Brian Fisher, Philipp Wiemann, Gaurab Chakrabarti, Sean HUNT",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"409","8 Rivers",2021,4,"System and method for high efficiency power generation using a carbon dioxide circulating working fluid",NA,NA,"US-2023265791-A1",NA,2023-04-28,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam, Glenn William Brown, JR., Miles R. Palmer",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"410","Mission Zero Technologies",2021,2,"A method of capturing and sequestering co2 from a gas",NA,NA,"GB-202307776-D0",NA,2023-05-24,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"United Kingdom","Capture and storage",365,0,1000,275,319,1000,NA,NA,NA,NA,NA,365,7.5,365,358,0,"1",-725,-44,7,1,5,2021-05-17
"411","Project Vesta",2020,1,"Carbon-removing sand and method and process for design, manufacture, and utilization of the same","US",NA,"US20230364554A1","US18/328,943",2023-06-05,2023,NA,0," B01D53/62 Carbon oxides","B01D53/1475 Removing carbon dioxide","B01D53/78 - Liquid phase processes with gas-liquid contact",NA,NA,NA,"Stephen Justin Romaniello, Brian David Ley, Margarate Grace Andrews, Nathan Gerard Walworth, Thomas Ishoey, Tom Coxeter Green, Francesc Montserrat, Chloe Sarah Leach, David L. Kriebel, Devon Barnes Cole, Geoffrey Wadsworth Calkins, Douglas Owen Edward",0,1,1,"Caribbean","Enhanced weathering",200,0,1000,50,75,50,NA,NA,NA,NA,200,NA,NA,200,3333.3,0,"1",0,-25,-3133.3,1,3,2020-05-18
"412","Airhive",2023,3,"Direct air capture of carbon dioxide",NA,NA,"GB202308761D0",NA,2023-06-12,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"DAC",NA,NA,NA,530,530,530,182,196,19,22,NA,NA,NA,943,943,0,"1",0,0,0,1,1,2023-09-01
"413","TerraFixing",2022,4,"Direct air capture and concentration of co2 using adsorbents",NA,NA,"DK202370339A1","DKPA202370339A",2023-06-27,2023,NA,0,NA,NA,NA,NA,NA,NA,"Michael Wynn Wilson Sean",0,1,0,NA,NA,NA,NA,NA,800,NA,546.51,249.66,196.74,99.38,0.74,NA,1000,295,13705,NA,NA,"0",253.49,0,0,0,1,2022-12-15
"414","Running Tide",2021,2,"Systems and methods for the cultivation and harvesting of aquatic animals",NA,NA,"US-2023363360-A1",NA,2023-07-26,2023,NA,NA,NA,NA,NA,NA,NA,NA,"Matthew Jordan ODLIN, Stephen Zadesky, Nathaniel MERRILL, Samuel WOOLF, Phillip CONNAUGHTON, Nicholas HAGLER, Margaux MARTIN-FILIPPI",0,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,14,2021-05-17
"415","AspiraDAC",2022,2,"Carbon dioxide capture systems, methods and apparatus","Worldwide",NA,"AU2023902936A0","AU2023902936A ",2023-09-12,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Capture and storage",NA,NA,NA,1000,1000,1000,NA,NA,NA,NA,NA,3300,1980,3100,500,0,"1",0,0,2600,1,1,2022-06-30
